"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"South Carolina"	"45"	"Feb., 2018"	"2018/02"	136	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2018"	"2018/03"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2018"	"2018/04"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2018"	"2018/05"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2018"	"2018/06"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2018"	"2018/07"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2018"	"2018/08"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2018"	"2018/09"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2018"	"2018/10"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2018"	"2018/11"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2018"	"2018/12"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"			882	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2018"	"2018/01"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2018"	"2018/02"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2018"	"2018/03"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2018"	"2018/04"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2018"	"2018/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2018"	"2018/07"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2018"	"2018/10"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2018"	"2018/11"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"South Dakota"	"46"			245	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2018"	"2018/01"	335	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2018"	"2018/02"	235	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2018"	"2018/03"	156	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2018"	"2018/04"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2018"	"2018/05"	96	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2018"	"2018/06"	105	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2018"	"2018/07"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2018"	"2018/08"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2018"	"2018/09"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2018"	"2018/10"	105	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2018"	"2018/11"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2018"	"2018/12"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Tennessee"	"47"			1646	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2018"	"2018/01"	926	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2018"	"2018/02"	529	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2018"	"2018/03"	301	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2018"	"2018/04"	195	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2018"	"2018/05"	204	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2018"	"2018/06"	193	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2018"	"2018/07"	172	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2018"	"2018/08"	169	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2018"	"2018/09"	168	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2018"	"2018/10"	194	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2018"	"2018/11"	195	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2018"	"2018/12"	270	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Texas"	"48"			3516	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2018"	"2018/01"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2018"	"2018/02"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2018"	"2018/03"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2018"	"2018/04"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2018"	"2018/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2018"	"2018/06"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2018"	"2018/08"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2018"	"2018/09"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2018"	"2018/10"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2018"	"2018/11"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2018"	"2018/12"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Utah"	"49"			353	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermont"	"50"	"Feb., 2018"	"2018/02"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Vermont"	"50"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Vermont"	"50"			87	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2018"	"2018/01"	223	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2018"	"2018/02"	215	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2018"	"2018/03"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2018"	"2018/04"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2018"	"2018/05"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2018"	"2018/06"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2018"	"2018/07"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2018"	"2018/08"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2018"	"2018/09"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2018"	"2018/10"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2018"	"2018/11"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2018"	"2018/12"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Virginia"	"51"			1283	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Jan., 2018"	"2018/01"	209	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Feb., 2018"	"2018/02"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Mar., 2018"	"2018/03"	114	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Apr., 2018"	"2018/04"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"May, 2018"	"2018/05"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Jun., 2018"	"2018/06"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Jul., 2018"	"2018/07"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Aug., 2018"	"2018/08"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Sep., 2018"	"2018/09"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Oct., 2018"	"2018/10"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Nov., 2018"	"2018/11"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington"	"53"	"Dec., 2018"	"2018/12"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Washington"	"53"			930	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Jan., 2018"	"2018/01"	123	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Feb., 2018"	"2018/02"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Mar., 2018"	"2018/03"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Apr., 2018"	"2018/04"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"May, 2018"	"2018/05"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Jun., 2018"	"2018/06"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Jul., 2018"	"2018/07"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Aug., 2018"	"2018/08"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Sep., 2018"	"2018/09"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Oct., 2018"	"2018/10"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Nov., 2018"	"2018/11"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Dec., 2018"	"2018/12"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"West Virginia"	"54"			539	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Jan., 2018"	"2018/01"	214	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Feb., 2018"	"2018/02"	177	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Mar., 2018"	"2018/03"	126	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Apr., 2018"	"2018/04"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"May, 2018"	"2018/05"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Jun., 2018"	"2018/06"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Jul., 2018"	"2018/07"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Aug., 2018"	"2018/08"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Sep., 2018"	"2018/09"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Oct., 2018"	"2018/10"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Nov., 2018"	"2018/11"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Dec., 2018"	"2018/12"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Wisconsin"	"55"			1075	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Jan., 2018"	"2018/01"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Mar., 2018"	"2018/03"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyoming"	"56"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Wyoming"	"56"			128	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"					59120	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"ICD-10 113 Cause List: #Influenza and pneumonia (J09-J18)"
"Year/Month: 2018"
"Group By: State; Month"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Dec 6, 2020 6:11:03 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Dec 6, 2020 6:11:03 PM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Confidence-Intervals."
